symbol	Entrez	UNIPROT	3250_overlap	Concentration(ng/L)	EV_number of experiment	EV_quantity_Median
MSMP	692094	Q1L6U9	NA	30	14	NA
TMEM132A	54972	Q24JP5	NA	4100	NA	1238535.978
KRT24	192666	Q2M2I5	NA	300000	19	242758074.3
VWC2	375567	Q2TAL6	NA	39	NA	NA
KRTAP19-5	337972	Q3LI72	NA	1600	NA	NA
KRTAP13-4	284827	Q3LI77	NA	60	NA	965704071.2
KRT71	112802	Q3SY84	NA	110000	11	NA
GNPTAB	79158	Q3T906	NA	160	NA	NA
TIMM50	92609	Q3ZCQ8	NA	12	18	NA
FUT11	170384	Q495W5	NA	1200	NA	13273127.88
GXYLT1	283464	Q4G148	NA	3200	NA	9686448.375
CDON	50937	Q4KMG0	NA	15000	NA	NA
SVEP1	79987	Q4LDE5	NA	160000	13	24798210
FNDC1	84624	Q4ZHG4	NA	14	1	NA
PKDCC	91461	Q504Y2	NA	80	NA	14297634.06
KRTAP13-2	337959	Q52LG2	NA	1000	7	742200306.3
SEZ6	124925	Q53EL9	NA	310	NA	NA
CRTC2	200186	Q53ET0	NA	13	NA	NA
PDLIM3	27295	Q53GG5	NA	240	NA	NA
PLA1A	51365	Q53H76	NA	420	3	NA
LACTB2	51110	Q53H82	NA	37	21	NA
ARHGAP15	55843	Q53QZ3	NA	38	16	NA
FBLN7	129804	Q53RD9	NA	310	15	NA
ASPRV1	151516	Q53RT3	NA	150	NA	NA
HS1BP3	64342	Q53T59	NA	54	8	NA
SDK2	54549	Q58EX2	NA	5300	NA	NA
YIF1B	90522	Q5BJH7	NA	37	12	NA
OXLD1	339229	Q5BKU9	NA	12	NA	NA
C4orf48	401115	Q5BLP8	NA	190	NA	NA
FLG2	388698	Q5D862	NA	21000	4	16128682.13
SPINK9	643394	Q5DT21	NA	24	NA	NA
PRRT3	285368	Q5FWE3	NA	83	NA	NA
FREM1	158326	Q5H8C1	NA	58	NA	NA
PPP6R3	55291	Q5H9R7	NA	6.6	4	NA
CRB2	286204	Q5IJ48	NA	210	NA	NA
NHLRC3	387921	Q5JS37	NA	310	8	NA
WDR44	54521	Q5JSH3	NA	1800	NA	32514445.5
FGD3	89846	Q5JSP0	NA	11	NA	8984131.625
COA6	388753	Q5JTJ3	NA	13	NA	NA
COLEC12	81035	Q5KU26	NA	580	2	53859927
TBCEL	219899	Q5QJ74	NA	22	NA	32048742.31
PPM1L	151742	Q5SGD2	NA	26	NA	NA
LY6G6F	259215	Q5SQ64	NA	380	NA	NA
PHYHD1	254295	Q5SRE7	NA	36	NA	NA
MANEA	79694	Q5SRI9	NA	140	NA	NA
CEP170	9859	Q5SW79	NA	21	12	NA
FREM2	341640	Q5SZK8	NA	1500	9	2242460.938
TREML2	79865	Q5T2D2	NA	3400	NA	NA
KPRP	448834	Q5T749	NA	27000	19	109865721.2
C1orf68	100129271	Q5T750	NA	220	21	NA
MANEAL	149175	Q5VSG8	NA	47	NA	NA
OBSCN	84033	Q5VST9	NA	4500	NA	NA
RPRD2	23248	Q5VT52	NA	66	NA	6679866.938
MYOM3	127294	Q5VTT5	NA	830	NA	NA
CACHD1	57685	Q5VU97	NA	310	NA	NA
FAM171A1	221061	Q5VUB5	NA	130	22	7873417.688
ATRNL1	26033	Q5VV63	NA	160000	NA	NA
YOD1	55432	Q5VVQ6	NA	110	14	NA
PEAR1	375033	Q5VY43	NA	62000	NA	NA
KRT79	338785	Q5XKE5	NA	1900000	16	NA
RNF123	63891	Q5XPI4	NA	140	NA	21769752.13
RNF213	57674	Q63HN8	NA	3.5	30	NA
METRNL	284207	Q641Q3	NA	1300	12	NA
RAP1GAP2	23108	Q684P5	NA	21	NA	109524520.5
OLFML2A	169611	Q68BL7	NA	240	13	NA
OLFML2B	25903	Q68BL8	NA	12	9	40996213.25
CREB3L3	84699	Q68CJ9	NA	32	NA	NA
NCR3LG1	374383	Q68D85	NA	21	11	NA
KRT39	390792	Q6A163	NA	210	NA	NA
HBM	3042	Q6B0K9	NA	980	NA	177509940
DMKN	93099	Q6E0U4	NA	47000	NA	NA
VASN	114990	Q6EMK4	NA	2000000	8	63062028.25
SFRP4	6424	Q6FHJ7	NA	2500	11	31626868.3
PM20D1	148811	Q6GTS8	NA	3300	NA	NA
LAIR1	3903	Q6GTX8	NA	350	13	NA
ISM2	145501	Q6H9L7	NA	1100	NA	NA
GLYAT	10249	Q6IB77	NA	21	NA	70172503.35
TANGO2	128989	Q6ICL3	NA	200	NA	NA
TMEM132E	124842	Q6IEE7	NA	170	NA	NA
RCSD1	92241	Q6JBY9	NA	200	NA	NA
KRT80	144501	Q6KB66	NA	230000	8	140844883.6
HEPHL1	341208	Q6MZM0	NA	260000	NA	NA
PSAPL1	768239	Q6NUJ1	NA	31	NA	NA
TCTN3	26123	Q6NUS6	NA	4400	NA	NA
RGMB	285704	Q6NW40	NA	560	NA	NA
PPP1R18	170954	Q6NYC8	NA	11	7	NA
GGT6	124975	Q6P531	NA	72	NA	NA
C6orf58	352999	Q6P5S2	NA	30	NA	NA
NOTUM	147111	Q6P988	NA	1900	21	265826364.5
GALNT18	374378	Q6P9A2	NA	300	NA	NA
LILRA6	79168	Q6PI73	NA	21000	12	NA
CNST	163882	Q6PJW8	NA	480	NA	NA
OGFOD3	79701	Q6PK18	NA	9.7	NA	NA
APOA5	116519	Q6Q788	NA	21000	NA	NA
ADGRD1	283383	Q6QNK2	NA	1400	NA	NA
MTHFD1L	25902	Q6UB35	NA	89	12	NA
SPESP1	246777	Q6UW49	NA	52	NA	NA
POGLUT2	79070	Q6UW63	NA	44	NA	25957635
IL27RA	9466	Q6UWB1	NA	4900	NA	NA
GASK1B	51313	Q6UWH4	NA	13	NA	314963804.3
SUSD1	64420	Q6UWL2	NA	2300	14	NA
SBSN	374897	Q6UWP8	NA	89000	21	4745405.41
ENPP6	133121	Q6UWR7	NA	290	NA	4816873.25
C5orf46	389336	Q6UWT4	NA	54	NA	NA
ENPP7	339221	Q6UWV6	NA	450	3	29706748.5
CES3	23491	Q6UWW8	NA	1200	NA	NA
OLFML1	283298	Q6UWY5	NA	260	NA	21719527.5
LAYN	143903	Q6UX15	NA	340	13	NA
PLXDC2	84898	Q6UX71	NA	720000	NA	33781173.63
C16orf89	146556	Q6UX73	NA	1400	NA	8092294.25
PI16	221476	Q6UXB8	NA	2900000	NA	NA
SEZ6L2	26470	Q6UXD5	NA	5600	NA	NA
TMEM108	66000	Q6UXF1	NA	55	NA	NA
CD300LG	146894	Q6UXG3	NA	1400	NA	NA
ANGPTL8	55908	Q6UXH0	NA	350	NA	NA
CRELD2	79174	Q6UXH1	NA	480	NA	91850891.8
PAMR1	25891	Q6UXH9	NA	5600	NA	NA
VIT	5212	Q6UXI7	NA	140	12	NA
ISLR2	57611	Q6UXK2	NA	110	NA	NA
LRRN1	57633	Q6UXK5	NA	2400	NA	NA
FAT4	79633	Q6V0I7	NA	2300	11	28630350.25
PACS1	55690	Q6VY07	NA	17	NA	19882744
MUC6	4588	Q6W4X9	NA	75	4	NA
MPRIP	23164	Q6WCQ1	NA	29	8	NA
CHRDL2	25884	Q6WN34	NA	9700	NA	NA
IGSF10	285313	Q6WRI0	NA	540	14	NA
GLDN	342035	Q6ZMI3	NA	410	NA	NA
SCARA5	286133	Q6ZMJ2	NA	1400	NA	NA
NBEAL2	23218	Q6ZNJ1	NA	31	16	NA
QSOX2	169714	Q6ZRP7	NA	9600	15	17173155.5
CRACD	57482	Q6ZU35	NA	59	NA	NA
CCDC9B	388115	Q6ZUT6	NA	77	NA	NA
KIAA1549L	25758	Q6ZVL6	NA	160	10	NA
HJV	148738	Q6ZVN8	NA	69	NA	NA
NCCRP1	342897	Q6ZVX7	NA	400	10	5544735.5
RAPH1	65059	Q70E73	NA	69000	15	NA
FBN3	84467	Q75N90	NA	2400	7	NA
ADAMTS13	11093	Q76LX8	NA	120000	17	51250136.38
DOK3	79930	Q7L591	NA	240	NA	NA
COPS6	10980	Q7L5N1	NA	110	24	NA
ENOSF1	55556	Q7L5Y1	NA	7.3	NA	29270149.94
RASGRP2	10235	Q7LDG7	NA	1900	NA	22594470.71
CHST15	51363	Q7LFX5	NA	690	NA	NA
CHST3	9469	Q7LGC8	NA	690	NA	47347082.63
KRT74	121391	Q7RTS7	NA	130000	11	221910142.9
OTOA	146183	Q7RTW8	NA	51	NA	NA
LRRC70	100130733	Q7Z2Q7	NA	17	NA	NA
NEGR1	257194	Q7Z3B1	NA	380000	14	25829171.5
SZRD1	26099	Q7Z422	NA	17	NA	NA
HDDC2	51020	Q7Z4H3	NA	44	15	NA
C6orf120	387263	Q7Z4R8	NA	620	NA	3412462.219
VMO1	284013	Q7Z5L0	NA	2900	NA	NA
PODN	127435	Q7Z5L7	NA	910	NA	81747677.38
SDK1	221935	Q7Z5N4	NA	9500	4	NA
MILR1	284021	Q7Z6M3	NA	50	NA	NA
KRT77	374454	Q7Z794	NA	1200000	18	247767544.4
MEGF8	1954	Q7Z7M0	NA	510000	NA	5456937.75
B3GNT8	374907	Q7Z7M8	NA	57000	NA	NA
GALNT5	11227	Q7Z7M9	NA	1300	NA	12640098.39
AMIGO2	347902	Q86SJ2	NA	390	6	4224379.699
DSG4	147409	Q86SJ6	NA	320	NA	NA
ADGRG6	57211	Q86SQ4	NA	110000	14	12828848.63
GALNT10	55568	Q86SR1	NA	1100	2	23586277.94
CLEC14A	161198	Q86T13	NA	4100	NA	NA
SRL	6345	Q86TD4	NA	230	NA	NA
ADAMTSL2	9719	Q86TH1	NA	170000	NA	4606168.188
PRUNE1	58497	Q86TP1	NA	41	NA	40190462.5
ARMH4	145407	Q86TY3	NA	1800	NA	NA
SERPINA11	256394	Q86U17	NA	230000	NA	NA
RTN4RL1	146760	Q86UN2	NA	35	NA	NA
RTN4RL2	349667	Q86UN3	NA	27000	18	NA
TRABD2A	129293	Q86V40	NA	18	18	NA
MDP1	145553	Q86V88	NA	29	2	NA
CD163	9332	Q86VB7	NA	1600000	NA	57640285.25
LRP11	84918	Q86VZ4	NA	1500	NA	NA
BPHL	670	Q86WA6	NA	14	NA	52590789.42
OSTM1	28962	Q86WC4	NA	210	12	NA
PKHD1L1	93035	Q86WI1	NA	13000	4	17604059.23
PROSER2	254427	Q86WR7	NA	220	14	34439712.63
LSR	51599	Q86X29	NA	3500	35	NA
HOGA1	112817	Q86XE5	NA	16	7	NA
ADGRG3	222487	Q86Y34	NA	1200	NA	NA
XYLT1	64131	Q86Y38	NA	150	NA	NA
ECHDC2	55268	Q86YB7	NA	240	NA	NA
TMEM25	84866	Q86YD3	NA	6900	NA	NA
TDRP	157695	Q86YL5	NA	52	NA	NA
JAML	120425	Q86YT9	NA	1400	NA	NA
TREML1	340205	Q86YW5	NA	43000	NA	42444541
HRNR	388697	Q86YZ3	NA	180000	15	5016708.563
KLB	152831	Q86Z14	NA	320	NA	NA
KRTAP13-1	140258	Q8IUC0	NA	1400	NA	369332114
KRTAP11-1	337880	Q8IUC1	NA	2700	NA	74458487
CRLF3	51379	Q8IUI8	NA	210	NA	15239246.75
PLXDC1	57125	Q8IUK5	NA	17000	NA	NA
CBLN2	147381	Q8IUK8	NA	1400	NA	NA
CILP2	148113	Q8IUL8	NA	22000	16	12793637
PHYKPL	85007	Q8IUZ5	NA	160	NA	NA
SLC9A9	285195	Q8IVB4	NA	280	NA	NA
P3H3	10536	Q8IVL6	NA	740	NA	26989538.56
SBSPON	157869	Q8IVN8	NA	40	16	NA
SLITRK4	139065	Q8IW52	NA	420	17	NA
SERPINA12	145264	Q8IW75	NA	6500	NA	7458282.948
FAM114A1	92689	Q8IWE2	NA	96	NA	6878601.75
ADGRA3	166647	Q8IWK6	NA	280	NA	NA
SULF2	55959	Q8IWU5	NA	340	22	18930934.98
CNTN4	152330	Q8IWV2	NA	170000	NA	62570397
SCUBE1	80274	Q8IWY4	NA	190	NA	22684802.63
CD302	9936	Q8IX05	NA	110	NA	NA
SCUBE3	222663	Q8IX30	NA	490	NA	39722080.75
GALNT12	79695	Q8IXK2	NA	47	4	NA
FAM20C	56975	Q8IXL6	NA	240000	11	38775607.73
C9orf40	55071	Q8IXQ3	NA	230	NA	NA
CMIP	80790	Q8IY22	NA	83	19	NA
AMOTL1	154810	Q8IY63	NA	59	NA	NA
OSCAR	126014	Q8IYS5	NA	84000	NA	NA
CHPF	79586	Q8IZ52	NA	570	NA	47547024.38
KIAA0319L	79932	Q8IZA0	NA	1100	19	NA
ADGRF5	221395	Q8IZF2	NA	55000	3	56600431.29
CPAMD8	27151	Q8IZJ3	NA	2700	NA	NA
ABI1	10006	Q8IZP0	NA	440	27	NA
HS6ST3	266722	Q8IZP7	NA	24	NA	NA
ADGRG2	10149	Q8IZP9	NA	22000	14	NA
CACNA2D3	55799	Q8IZS8	NA	69	NA	NA
GCNT2	2651	Q8N0V5	NA	750	NA	NA
CLYBL	171425	Q8N0X4	NA	7.3	NA	11846687.5
CADM3	57863	Q8N126	NA	800	NA	NA
FAM177A1	283635	Q8N128	NA	170	18	NA
ADSS1	122622	Q8N142	NA	290	NA	44586690.81
LILRA2	11027	Q8N149	NA	140000	NA	NA
KRT78	196374	Q8N1N4	NA	70000	18	227326284.9
CA13	377677	Q8N1Q1	NA	27	13	NA
NLGN1	22871	Q8N2Q7	NA	82	9	NA
LTBP4	8425	Q8N2S1	NA	9700	19	NA
MUC20	200958	Q8N307	NA	170	2	NA
LRRC25	126364	Q8N386	NA	630	NA	NA
TMEM130	222865	Q8N3G9	NA	9.4	NA	NA
CADM2	253559	Q8N3J6	NA	250	NA	NA
GALNT15	117248	Q8N3T1	NA	40	NA	NA
TMEM132C	92293	Q8N3T6	NA	78000	NA	NA
LILRB2	10288	Q8N423	NA	65000	NA	NA
GALNT16	57452	Q8N428	NA	370	NA	NA
CPXM2	119587	Q8N436	NA	62	3	NA
SFRP1	6422	Q8N474	NA	1300	15	382026344.5
GALNT4	8693	Q8N4A0	NA	520	4	NA
BPIFB2	80341	Q8N4F0	NA	36	NA	NA
CBR4	84869	Q8N4T8	NA	51	9	NA
FIBCD1	84929	Q8N539	NA	19000	NA	NA
OXR1	55074	Q8N573	NA	12	2	NA
MINDY1	55793	Q8N5J2	NA	220	NA	22080102.22
MYCT1	80177	Q8N699	NA	120	NA	NA
IGSF1	3547	Q8N6C5	NA	100	NA	377195872.5
GAL	51083	Q8N6F7	NA	200	15	NA
ADAMTSL1	92949	Q8N6G6	NA	28000	NA	NA
DCBLD1	285761	Q8N8Z6	NA	22000	NA	NA
XXYLT1	152002	Q8NBI6	NA	110	NA	NA
SUMF1	285362	Q8NBK3	NA	2800	NA	NA
PCSK9	255738	Q8NBP7	NA	420000	23	162552450.5
PLA2G15	23659	Q8NCC3	NA	38000	NA	NA
CHST14	113189	Q8NCH0	NA	20	16	NA
GALNT6	11226	Q8NCL4	NA	4800	4	51429122
LSM14A	26065	Q8ND56	NA	18	13	NA
HMCN2	256158	Q8NDA2	NA	27000	13	41731738
BANK1	55024	Q8NDB2	NA	19	NA	NA
NPEPL1	79716	Q8NDH3	NA	14	NA	11533148.94
MCU	90550	Q8NE86	NA	17	9	NA
LFNG	3955	Q8NES3	NA	880	13	NA
B3GNT7	93010	Q8NFL0	NA	3600	NA	NA
MDGA1	266727	Q8NFP4	NA	1200	NA	NA
DNER	92737	Q8NFT8	NA	7900	18	NA
TSTD1	100131187	Q8NFU3	NA	57	12	NA
SEMA6D	80031	Q8NFY4	NA	1100	NA	10829469.47
NLGN2	57555	Q8NFZ4	NA	14	NA	NA
CADM4	199731	Q8NFZ8	NA	8200	19	NA
LILRB4	11006	Q8NHJ6	NA	11	NA	NA
ANGPTL6	83854	Q8NI99	NA	23000	2	19036219.44
PCDH19	57526	Q8TAB3	NA	83	NA	NA
RFESD	317671	Q8TAC1	NA	48	NA	NA
VSTM2A	222008	Q8TAG5	NA	31	NA	NA
SMARCC2	6601	Q8TAQ2	NA	11	16	NA
RIN3	79890	Q8TB24	NA	7.4	NA	NA
CD99L2	83692	Q8TCZ2	NA	1200	10	NA
AGR3	155465	Q8TD06	NA	67	14	287867100.6
CD200R1	131450	Q8TD46	NA	2000	NA	NA
BPIFB1	92747	Q8TDL5	NA	2700	16	35355418.63
HAVCR2	84868	Q8TDQ0	NA	9900	NA	NA
FAT3	120114	Q8TDW7	NA	4.7	17	NA
ACMSD	130013	Q8TDX5	NA	12	NA	NA
IGDCC4	57722	Q8TDY8	NA	64000	NA	NA
DTD1	92675	Q8TEA8	NA	350	21	NA
SNED1	25992	Q8TER0	NA	27000	11	56833522.75
WFIKKN2	124857	Q8TEU8	NA	4500	NA	NA
PARD3	56288	Q8TEW0	NA	21	12	NA
UBASH3B	84959	Q8TF42	NA	23	11	16012085.5
LRRC15	131578	Q8TF66	NA	1700	7	73687431.42
SSC4D	136853	Q8WTU2	NA	980	NA	NA
TSKU	25987	Q8WUA8	NA	6200	9	11356837.25
TMEM263	90488	Q8WUH6	NA	14	NA	114331514.5
CEMIP	57214	Q8WUJ3	NA	1700	26	86433212
LRRN4	164312	Q8WUT4	NA	73	5	NA
UCMA	221044	Q8WVF2	NA	20	NA	NA
SECTM1	6398	Q8WVN6	NA	16000	14	NA
POF1B	79983	Q8WVV4	NA	200	15	18785285.38
PCNP	57092	Q8WW12	NA	38	5	NA
FAM151A	338094	Q8WW52	NA	10	NA	NA
ITLN1	55600	Q8WWA0	NA	6400	8	56801070.09
TMEM40	55287	Q8WWA1	NA	2500	NA	NA
LMO7	4008	Q8WWI1	NA	8.2	14	NA
STAB2	55576	Q8WWQ8	NA	1200	NA	NA
FCAMR	83953	Q8WWV6	NA	5300	NA	NA
SELENOM	140606	Q8WWX9	NA	170	NA	NA
WFDC12	128488	Q8WWY7	NA	86	NA	NA
OIT3	170392	Q8WWZ8	NA	52000	NA	68676102.67
SCG3	29106	Q8WXD2	NA	3100	NA	37782987.42
MUC16	94025	Q8WXI7	NA	25	17	135733179
TTN	7273	Q8WZ42	NA	16000	30	NA
ROBO4	54538	Q8WZ75	NA	380000	NA	65437091.63
LZIC	84328	Q8WZA0	NA	160	14	NA
POMGNT1	55624	Q8WZA1	NA	17000	NA	NA
ST8SIA4	7903	Q92187	NA	980	NA	NA
SMPDL3A	10924	Q92484	NA	26000	NA	NA
SMPDL3B	27293	Q92485	NA	400	25	43031582.23
CFHR4	10877	Q92496	NA	170000	NA	NA
HSD17B8	7923	Q92506	NA	97	12	NA
PSMF1	9491	Q92530	NA	160	15	NA
SPOCK2	9806	Q92563	NA	34	14	NA
MYO18A	399687	Q92614	NA	3400	24	NA
ANKS1A	23294	Q92625	NA	17	NA	7782327.438
NRGN	4900	Q92686	NA	5300	NA	6049762.125
TNR	7143	Q92752	NA	58	NA	NA
KRT35	3886	Q92764	NA	220000	13	NA
FRZB	2487	Q92765	NA	44	NA	NA
NRCAM	4897	Q92823	NA	110000	2	NA
PCSK5	5125	Q92824	NA	290	9	731745.2188
NELL1	4745	Q92832	NA	160	NA	NA
DDX17	10521	Q92841	NA	420	24	NA
SEMA4D	10507	Q92854	NA	7500	18	NA
KLK6	5653	Q92876	NA	10000	14	17713709.39
PTPRN2	5799	Q92932	NA	1600	NA	NA
EXTL1	2134	Q92935	NA	79	4	NA
KHSRP	8570	Q92945	NA	710	17	NA
PRG4	10216	Q92954	NA	4300000	15	51295438.21
TNFRSF14	8764	Q92956	NA	110	NA	NA
CD101	9398	Q93033	NA	630	12	25354426.03
EXT2	2132	Q93063	NA	39000	4	74365922.33
ART4	420	Q93070	NA	17000	NA	NA
BHMT	635	Q93088	NA	10000	8	30221356.38
RNASE6	6039	Q93091	NA	2600	NA	NA
HGD	3081	Q93099	NA	700	13	50136828.59
LEAP2	116842	Q969E1	NA	790	NA	NA
WBP2	23558	Q969T9	NA	440	14	NA
NXPE3	91775	Q969Y0	NA	12	NA	NA
TBRG4	9238	Q969Z0	NA	23	21	NA
FAM162A	26355	Q96A26	NA	19	13	NA
MYLPF	29895	Q96A32	NA	1000	NA	NA
SYAP1	94056	Q96A49	NA	13	9	NA
ESAM	90952	Q96AP7	NA	82000	10	11196246.5
RGMA	56963	Q96B86	NA	2000	NA	NA
FAM3D	131177	Q96BQ1	NA	15	NA	130438486
SARAF	51669	Q96BY9	NA	41	NA	NA
PLD4	122618	Q96BZ4	NA	2900	NA	NA
FGGY	55277	Q96C11	NA	220	NA	18543324
SYTL4	94121	Q96C24	NA	3300	NA	8765442.938
PPCDC	60490	Q96CD2	NA	25	NA	NA
CTHRC1	115908	Q96CG8	NA	420	13	89308963.13
AP2M1	1173	Q96CW1	NA	7.5	39	NA
RCN3	57333	Q96D15	NA	1600	NA	28224186.63
ZG16B	124220	Q96DA0	NA	690	10	NA
ECHDC3	79746	Q96DC8	NA	120	14	50515308.06
VWCE	220001	Q96DN2	NA	2200	NA	NA
CMTM5	116173	Q96DZ9	NA	540	NA	NA
CCDC126	90693	Q96EE4	NA	39000	NA	NA
ARSG	22901	Q96EG1	NA	4400	NA	NA
L3HYPDH	112849	Q96EM0	NA	49	NA	34076847.53
DAZAP1	26528	Q96EP5	NA	1600	14	NA
C1GALT1C1	29071	Q96EU7	NA	21	NA	2956038.242
SAT2	112483	Q96F10	NA	11	NA	39788900
IL17RA	23765	Q96F46	NA	62	13	NA
LINGO1	84894	Q96FE5	NA	25	NA	NA
PIK3IP1	113791	Q96FE7	NA	6800	NA	NA
SLC47A1	55244	Q96FL8	NA	18	NA	NA
GALNT14	79623	Q96FL9	NA	27	13	NA
PDXP	57026	Q96GD0	NA	94	NA	NA
DCUN1D1	54165	Q96GG9	NA	130	23	NA
SCARF2	91179	Q96GP6	NA	580	NA	10565147.91
BORCS6	54785	Q96GS4	NA	11	NA	NA
BCAN	63827	Q96GW7	NA	120	NA	NA
APIP	51074	Q96GX9	NA	52	15	NA
TIMD4	91937	Q96H15	NA	32000	NA	NA
CRELD1	78987	Q96HD1	NA	19000	NA	23495674.23
ACY3	91703	Q96HD9	NA	13	NA	NA
AHCYL2	23382	Q96HN2	NA	500	14	NA
KAZALD1	81621	Q96I82	NA	65	NA	NA
IGSF21	84966	Q96ID5	NA	23	NA	67580157.88
VSIG2	23584	Q96IQ7	NA	78	NA	NA
CPB2	1361	Q96IY4	NA	8500000	NA	NA
TXNDC15	79770	Q96J42	NA	49000	NA	NA
KIRREL1	55243	Q96J84	NA	890	30	17033067.69
LRIG1	26018	Q96JA1	NA	78	NA	27064909.38
HHIPL1	84439	Q96JK4	NA	120	NA	NA
CDHR1	92211	Q96JP9	NA	55	NA	NA
DCHS1	8642	Q96JQ0	NA	4000	NA	8026559.188
BTF3L4	91408	Q96K17	NA	59	15	NA
MEGF10	84466	Q96KG7	NA	73000	1	51661584.88
CNDP1	84735	Q96KN2	NA	2100000	NA	NA
B3GALT6	126792	Q96L58	NA	14	6	NA
FCRL1	115350	Q96LA6	NA	290	NA	NA
JSRP1	126306	Q96MG2	NA	13	NA	1145355.609
FAM20A	54757	Q96MK3	NA	13000	NA	NA
KREMEN1	83999	Q96MU8	NA	1100	NA	NA
UROC1	131669	Q96N76	NA	670	11	19532664
RILP	83547	Q96NA2	NA	18	NA	NA
AMDHD1	144193	Q96NU7	NA	1400	NA	34572948.38
NECTIN4	81607	Q96NY8	NA	170	11	NA
PRAP1	118471	Q96NZ9	NA	210000	NA	NA
COL21A1	81578	Q96P44	NA	290	12	NA
SERPINB12	89777	Q96P63	NA	8200	11	33790017.61
DCBLD2	131566	Q96PD2	NA	2200	25	25937958.69
PGLYRP2	114770	Q96PD5	NA	87000000	NA	43968886.88
ADGRA2	25960	Q96PE1	NA	270	NA	62906040
MCEE	84693	Q96PE7	NA	29	NA	NA
SCGB3A2	117156	Q96PL1	NA	800	NA	NA
SLITRK1	114798	Q96PX8	NA	330	NA	NA
PLIN4	729359	Q96Q06	NA	55	NA	NA
GSDMA	284110	Q96QA5	NA	44	NA	12454436.86
SCGB3A1	92304	Q96QR1	NA	10000	NA	NA
PCDH15	65217	Q96QU1	NA	22	NA	NA
FCRL5	83416	Q96RD9	NA	65000	NA	53568847.25
GAL3ST4	79690	Q96RP7	NA	35	NA	NA
HMCN1	83872	Q96RW7	NA	9200	11	17034076.72
PEBP4	157310	Q96S96	NA	190000	NA	NA
MYADM	91663	Q96S97	NA	27	24	NA
PPP1R9B	84687	Q96SB3	NA	420000	NA	NA
CPXM1	56265	Q96SM3	NA	490	NA	63312414.19
CSF3R	1441	Q99062	NA	150	NA	NA
ACOX2	8309	Q99424	NA	29	NA	NA
NELL2	4753	Q99435	NA	6400	8	NA
NOTCH4	4855	Q99466	NA	6400	NA	NA
MMP19	4327	Q99542	NA	2100	16	NA
SERPINI1	5274	Q99574	NA	750	NA	24674432.5
SEPHS2	22928	Q99611	NA	29	NA	37147674
TTC1	7265	Q99614	NA	17	16	NA
OSMR	9180	Q99650	NA	51000	9	18832423.81
CGREF1	10669	Q99674	NA	700	NA	NA
ATXN2	6311	Q99700	NA	9.6	NA	NA
DOK1	1796	Q99704	NA	80	NA	NA
COL12A1	1303	Q99715	NA	9100	35	NA
SEPTIN5	5413	Q99719	NA	860	NA	47371616
HNRNPAB	3182	Q99729	NA	460	29	NA
CCL19	6363	Q99731	NA	63	NA	NA
TXN2	25828	Q99757	NA	84	NA	6799278.375
OLFM1	10439	Q99784	NA	200000	13	NA
EBNA1BP2	10969	Q99848	NA	38	20	NA
PRMT1	3276	Q99873	NA	8.5	26	NA
OPRPN	58503	Q99935	NA	63	NA	NA
ATF6B	1388	Q99941	NA	46000	NA	NA
PTPN18	26469	Q99952	NA	270	NA	NA
RARRES2	5919	Q99969	NA	460000	13	NA
MYOC	4653	Q99972	NA	25000	NA	NA
OMD	4958	Q99983	NA	21000	NA	157484421
SEMA3C	10512	Q99985	NA	13	19	19258118.38
GDF15	9518	Q99988	NA	960	23	18987815.25
NCAPG	64151	Q9BPX3	NA	9.5	22	12233345.22
PAIP2	51247	Q9BPZ3	NA	21	NA	NA
PDCD1LG2	80380	Q9BQ51	NA	31000	NA	NA
ELAC2	60528	Q9BQ52	NA	9.5	8	NA
SOST	50964	Q9BQB4	NA	16	NA	NA
PRSS27	83886	Q9BQR3	NA	8700	NA	NA
HEPH	9843	Q9BQS7	NA	3700	26	7711357.563
CLSTN3	9746	Q9BQT9	NA	1700	17	NA
MXRA8	54587	Q9BRK3	NA	760	12	11616358.22
SDF4	51150	Q9BRK5	NA	2600	17	NA
PYM1	84305	Q9BRP8	NA	27	12	NA
AGMAT	79814	Q9BSE5	NA	240	NA	NA
C2orf88	84281	Q9BSF0	NA	160	14	39194631.38
CHRDL1	91851	Q9BU40	NA	610	7	NA
SPON2	10417	Q9BUD6	NA	2600	16	117972466
ABHD14A	25864	Q9BUJ0	NA	420	2	NA
HNRNPUL1	11100	Q9BUJ2	NA	26	10	NA
C1orf56	54964	Q9BUN1	NA	87000	NA	NA
EFHD1	80303	Q9BUP0	NA	14	7	85832868.06
ST6GALNAC5	81849	Q9BVH7	NA	180	NA	NA
GGACT	87769	Q9BVM4	NA	110	7	19964834
C1orf116	79098	Q9BW04	NA	180	9	10554229.44
NUDT9	53343	Q9BW91	NA	9.9	11	NA
COLEC11	78989	Q9BWP8	NA	130000	NA	57092185.06
BOC	91653	Q9BWV1	NA	7900	NA	NA
JAM3	83700	Q9BX67	NA	44	13	7749799.531
PLA2G12B	84647	Q9BX93	NA	2300	NA	NA
PLVAP	83483	Q9BX97	NA	53	NA	30694168.75
NPL	80896	Q9BXD5	NA	190	NA	35913638.13
C1QTNF5	114902	Q9BXJ0	NA	1500	11	NA
C1QTNF1	114897	Q9BXJ1	NA	40	16	NA
C1QTNF3	114899	Q9BXJ4	NA	24000	14	30782580
ASPN	54829	Q9BXN1	NA	2100	NA	50432833.86
